animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_condition,intake_type,intake_subtype,reason_for_intake,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A620117,luke,cat,lynx point,NA,Neutered,2018-04-13,2018-08-07,normal,stray,otc,NA,2018-10-23,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,adoption,pfe/pawshp,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A663817,lupin,cat,tricolor,NA,Neutered,2021-07-31,2021-09-15,normal,stray,field,NA,2021-10-02,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,adoption,web,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A641130,NA,cat,gray,NA,Unknown,2020-03-16,2020-03-16,ill severe,stray,born@shelt,NA,2020-03-16,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,euthanasia,ill severe,33.8096122,-118.0826161,Alive on Intake,TRUE,0,"33.8096122, -118.0826161"
A670642,gracie,cat,gray,NA,Spayed,2013-02-13,2022-02-13,normal,owner surrender,otc,NA,2022-03-06,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,adoption,web,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A657520,*sweetie,cat,brown  tabby,NA,Female,2021-04-18,2021-05-16,ill mild,stray,otc,NA,2021-06-12,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,euthanasia,ill severe,33.8096122,-118.0826161,Alive on Intake,TRUE,0,"33.8096122, -118.0826161"
A671762,*ruby,cat,brown  tabby,white,Spayed,2019-03-16,2022-03-16,normal,owner surrender,otc,NA,2022-03-18,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,adoption,web,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A677719,*maia,cat,black,NA,Spayed,2022-04-15,2022-08-26,normal,return,spcala,NA,2022-12-24,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,adoption,web,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A662464,leo,cat,gray,white,Neutered,2021-08-25,2021-08-26,under age/weight,stray,born@shelt,NA,2021-10-13,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,adoption,NA,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A663603,*buster,cat,black,NA,Neutered,2021-05-11,2021-09-11,normal,stray,otc,NA,2021-09-16,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,adoption,web,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A628578,NA,cat,brown  tabby,NA,Female,2019-06-17,2019-06-20,under age/weight,stray,otc,NA,2019-08-01,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,transfer,spcala,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A634422,NA,cat,tortie,NA,Female,2019-09-17,2019-09-17,under age/weight,stray,born@shelt,NA,2019-11-13,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,rescue,littlepaws,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A635038,NA,cat,orange,white,Female,2019-10-13,2019-10-15,under age/weight,stray,otc,NA,2019-10-24,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,euthanasia,ill severe,33.8096122,-118.0826161,Alive on Intake,TRUE,0,"33.8096122, -118.0826161"
A633586,a633586*nash,cat,brown  tabby,NA,Neutered,2016-09-14,2019-09-14,fractious,stray,otc,NA,2019-10-04,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,"shelter, neuter, return",straycatal,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A595381,NA,cat,gray,white,Unknown,2017-08-13,2017-08-13,under age/weight,stray,at shelter,NA,2017-09-24,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,died,in kennel,33.8096122,-118.0826161,Alive on Intake,TRUE,0,"33.8096122, -118.0826161"
A633808,NA,cat,white,NA,Female,2019-08-18,2019-09-18,normal,stray,otc,NA,2019-09-19,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,euthanasia,ill severe,33.8096122,-118.0826161,Alive on Intake,TRUE,0,"33.8096122, -118.0826161"
A683027,*merlin,cat,brown  tabby,NA,Male,2022-08-13,2022-09-03,under age/weight,stray,aban shltr,NA,2022-10-07,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,euthanasia,ill severe,33.8096122,-118.0826161,Alive on Intake,TRUE,0,"33.8096122, -118.0826161"
A641389,NA,cat,black,NA,Female,2019-03-24,2020-03-24,fractious,stray,aban shltr,NA,2020-03-25,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,euthanasia,ill modera,33.8096122,-118.0826161,Alive on Intake,TRUE,0,"33.8096122, -118.0826161"
A661619,witcher,cat,white,gray,Neutered,2021-03-11,2021-08-11,normal,stray,otc,NA,2021-09-09,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,adoption,pfe/pawshp,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A657004,NA,cat,white,gray tabby,Male,2021-04-05,2021-05-03,normal,stray,trap,NA,2021-05-26,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,adoption,NA,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A656512,*,cat,lynx point,NA,Male,2021-03-30,2021-04-21,under age/weight,stray,otc,NA,2021-04-21,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,rescue,houseobc,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A656513,*,cat,black,white,Male,2031-03-30,2021-04-21,under age/weight,stray,otc,NA,2021-04-21,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,rescue,houseobc,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A600028,flint,cat,black,NA,Male,2016-08-12,2017-11-16,feral,stray,otc,NA,2017-11-17,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,missing,NA,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A698003,*dollop,cat,seal point,NA,Female,2021-05-03,2023-05-03,normal,stray,aban shltr,NA,2023-05-20,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,adoption,NA,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A667013,*woopie,cat,white,black,Spayed,2013-11-25,2021-11-20,ill moderatete,stray,aban shltr,NA,2022-02-20,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,adoption,web,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A667311,NA,cat,black,NA,Neutered,NA,2021-11-28,normal,"trap, neuter, return",NA,NA,2021-11-30,"7700 E SPRING ST, LONG BEACH, CA 90815",Long Beach,"trap, neuter, release",NA,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A687330,*leona,cat,cream,brown,Female,2022-09-22,2022-10-27,injured  mild,return,adoption,NA,2022-10-27,"7700 E SPRING ST. LONG BEACH, CA 90815",Long Beach,rescue,littlepaws,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A635587,NA,cat,brown  tabby,NA,Female,2018-11-02,2019-11-02,normal,stray,otc,NA,2019-11-04,"7700 E SPRING ST. LONG BEACH, CA 90815",Long Beach,euthanasia,ill severe,33.8096122,-118.0826161,Alive on Intake,TRUE,0,"33.8096122, -118.0826161"
A717701,NA,cat,black,NA,Female,2024-02-26,2024-03-26,under age/weight,stray,aban shltr,NA,2024-03-26,7700 E SPRING STREET,Long Beach,rescue,capaws,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A717698,NA,cat,brown  tabby,NA,Male,2024-02-26,2024-03-26,under age/weight,stray,aban shltr,NA,2024-03-26,7700 E SPRING STREET,Long Beach,rescue,capaws,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A716629,NA,cat,black,white,Unknown,2024-03-08,2024-03-08,under age/weight,stray,otc,NA,2024-03-08,7700 E SPRING STREET,Long Beach,rescue,littlelion,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A717697,NA,cat,brown  tabby,NA,Male,2024-02-26,2024-03-26,under age/weight,stray,aban shltr,NA,2024-03-26,7700 E SPRING STREET,Long Beach,rescue,capaws,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A697336,fiona,cat,white,gray,Spayed,2023-04-09,2023-04-23,under age/weight,stray,aban shltr,NA,2023-06-01,7700 E. SPRING ST,Long Beach,adoption,web,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A718119,NA,cat,gray,NA,Unknown,2024-03-05,2024-04-05,under age/weight,stray,otc,NA,2024-04-05,7700 E. SPRING ST. LONG BEACH 90815,Long Beach,NA,NA,33.8096122,-118.0826161,Alive on Intake,FALSE,1,"33.8096122, -118.0826161"
A626979,NA,cat,black,NA,Male,2019-05-22,2019-05-25,under age/weight,stray,otc,NA,2019-05-25,"7700 SPRING ST, LONG BEACH, CA 90815",Long Beach,euthanasia,undrage/wt,33.8096122,-118.0826161,Alive on Intake,TRUE,0,"33.8096122, -118.0826161"
A696742,*ripley,cat,white,black,Female,2023-04-14,2023-04-14,under age/weight,stray,otc,NA,2023-04-22,7700TH BLK OF E SPRING ST,Long Beach,died,in foster,33.7700504,-118.1937395,Alive on Intake,TRUE,0,"33.7700504, -118.1937395"
A711829,*ornament,cat,black,white,Neutered,2023-10-13,2023-12-13,normal,stray,otc,NA,2024-01-10,7700TH BLK OF E SPRING ST,Long Beach,adoption,web,33.7700504,-118.1937395,Alive on Intake,FALSE,1,"33.7700504, -118.1937395"
A696740,*newt,cat,calico,NA,Female,2023-04-14,2023-04-14,under age/weight,stray,otc,NA,2023-04-22,7700TH BLK OF E SPRING ST,Long Beach,died,in foster,33.7700504,-118.1937395,Alive on Intake,TRUE,0,"33.7700504, -118.1937395"
A698048,*lime 1,cat,orange,NA,Unknown,NA,2023-05-03,under age/weight,stray,otc,NA,2023-05-03,770O E SPRING ST,Long Beach,rescue,littlepaws,33.8116,-118.1830894,Alive on Intake,FALSE,1,"33.8116, -118.1830894"
A663832,*nelly,cat,black,white,Neutered,2021-09-14,2021-09-16,under age/weight,stray,field,NA,2021-12-29,"7800 BLK E SPRING ST, LONG BEACH, CA 90815",Long Beach,adoption,pfe/pawshp,33.81028149999999,-118.0819265,Alive on Intake,FALSE,1,"33.81028149999999, -118.0819265"
A679168,pancho,cat,gray,white,Neutered,2022-05-08,2022-07-08,ill mild,stray,otc,NA,2022-08-05,"7800 BLK E SPRING ST, LONG BEACH, CA 90815",Long Beach,homefirst,NA,33.81028149999999,-118.0819265,Alive on Intake,FALSE,1,"33.81028149999999, -118.0819265"
A663827,*moby,cat,black,white,Male,2021-09-14,2021-09-16,under age/weight,stray,field,NA,2021-09-29,"7800 BLK E SPRING ST, LONG BEACH, CA 90815",Long Beach,euthanasia,undrage/wt,33.81028149999999,-118.0819265,Alive on Intake,TRUE,0,"33.81028149999999, -118.0819265"
A657609,*jackie,cat,orange,NA,Male,2021-04-19,2021-05-20,normal,stray,otc,NA,2021-05-20,"7800 BLK E TARMA ST, LONG BEACH, CA 90808",Long Beach,transfer,spcala,33.81805790000001,-118.0808826,Alive on Intake,FALSE,1,"33.81805790000001, -118.0808826"
A663295,*flower,cat,tortie,NA,Female,2021-08-16,2021-09-05,normal,stray,otc,NA,2021-09-28,"7800 BLK E TIBANA ST, LONG BEACH, CA 90808",Long Beach,rescue,catpaws,33.8188673,-118.0809235,Alive on Intake,FALSE,1,"33.8188673, -118.0809235"
A663297,switchblade,cat,calico,NA,Spayed,2021-08-16,2021-09-05,normal,stray,otc,NA,2021-11-13,"7800 BLK E TIBANA ST, LONG BEACH, CA 90808",Long Beach,foster to adopt,NA,33.8188673,-118.0809235,Alive on Intake,FALSE,1,"33.8188673, -118.0809235"
A685102,*gypsy,cat,white,brown,Female,2021-09-25,2022-09-25,injured  mild,stray,otc,NA,2022-11-23,"7800 BLK E. SPRING ST. LONG BEACH, CA 90815",Long Beach,adoption,NA,33.81028149999999,-118.0819265,Alive on Intake,FALSE,1,"33.81028149999999, -118.0819265"
A686546,*garfield,cat,orange tabby,NA,Neutered,2017-10-12,2022-10-12,normal,stray,otc,NA,2022-10-20,"7800 BLK E. WARDLOW RD, LONG BEACH, CA 90808",Long Beach,transfer,spcala,33.8187642,-118.0912177,Alive on Intake,FALSE,1,"33.8187642, -118.0912177"
A614886,NA,cat,calico,NA,Female,2018-08-01,2018-09-19,normal,stray,otc,NA,2018-09-21,"7800 E RING ST, LONG BEACH, CA 90808",Long Beach,rescue,fndanifoun,33.8243209,-118.0809266,Alive on Intake,FALSE,1,"33.8243209, -118.0809266"
A627907,jinx,cat,black,NA,Neutered,2019-05-07,2019-06-07,under age/weight,stray,otc,NA,2019-06-15,"79 E MARKET ST, LONG BEACH, CA 90805",Long Beach,adoption,walkin,33.8546389,-118.1943384,Alive on Intake,FALSE,1,"33.8546389, -118.1943384"
A627901,*button,cat,brown  tabby,white,Male,2019-03-07,2019-06-07,normal,stray,otc,NA,2019-06-09,"79 E MARKET ST, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8546389,-118.1943384,Alive on Intake,FALSE,1,"33.8546389, -118.1943384"
A627905,*donatella,cat,brown  tabby,white,Spayed,2019-04-30,2019-06-07,under age/weight,stray,otc,NA,2019-07-31,"79 E MARKET ST, LONG BEACH, CA 90805",Long Beach,adoption,walkin,33.8546389,-118.1943384,Alive on Intake,FALSE,1,"33.8546389, -118.1943384"
A587605,tuna,cat,white,NA,Male,2015-03-26,2017-03-26,normal,stray,otc,NA,2017-03-29,"7TH ST / ORANGE AVE, LONG BEACH, CA 90813",Long Beach,return to owner,walkin,33.775366,-118.176353,Alive on Intake,FALSE,1,"33.775366, -118.176353"
A637191,*bernie,cat,brown  tabby,NA,Neutered,2019-09-05,2020-01-14,fractious,return,rtf,NA,2020-02-05,"800 ALAMITOS AVE, LONG BEACH, CA 90813",District1,adoption,walkin,33.7771459,-118.1796272,Alive on Intake,FALSE,1,"33.7771459, -118.1796272"
A637191,*bernie,cat,brown  tabby,NA,Neutered,2019-09-05,2019-12-05,fractious,stray,field,NA,2020-01-14,"800 ALAMITOS AVE, LONG BEACH, CA 90813",District1,"shelter, neuter, return",straycatal,33.7771459,-118.1796272,Alive on Intake,FALSE,1,"33.7771459, -118.1796272"
A636782,NA,cat,black,NA,Female,2019-09-27,2019-11-27,normal,stray,otc,NA,2019-12-03,"800 ALAMITOS AVE, LONG BEACH, CA 90813",Long Beach,rescue,littlepaws,33.7771459,-118.1796272,Alive on Intake,FALSE,1,"33.7771459, -118.1796272"
A637058,a637058*love,cat,snowshoe,white,Spayed,2017-12-04,2019-12-04,normal,stray,otc,NA,2019-12-10,"800 ALAMITOS AVE, LONG BEACH, CA 90813",Long Beach,"shelter, neuter, return",straycatal,33.7771459,-118.1796272,Alive on Intake,FALSE,1,"33.7771459, -118.1796272"
A642186,NA,cat,brown  tabby,NA,Female,2019-04-26,2020-04-26,injured  severe,stray,field,NA,2020-04-26,"800 BLK ALAMITOS AVE, LONG BEACH, CA 90813",Long Beach,euthanasia,at vet,33.7771459,-118.1796272,Alive on Intake,TRUE,0,"33.7771459, -118.1796272"
A652943,NA,cat,brown,white,Male,2020-11-07,2021-01-07,normal,owner surrender,otc,owner prob,2021-01-07,"800 BLK ALAMITOS AVE, LONG BEACH, CA 90813",Long Beach,rescue,catpaws,33.7771459,-118.1796272,Alive on Intake,FALSE,1,"33.7771459, -118.1796272"
A624125,NA,cat,seal point,white,Female,2018-04-01,2019-04-01,injured  severe,stray,field,NA,2019-04-01,"800 BLK ALAMITOS AVE, LONG BEACH, CA 90813",Long Beach,euthanasia,inj severe,33.7771459,-118.1796272,Alive on Intake,TRUE,0,"33.7771459, -118.1796272"
A652946,*winter,cat,gray tabby,white,Male,2020-06-07,2021-01-07,normal,owner surrender,otc,owner prob,2021-01-09,"800 BLK ALAMITOS AVE, LONG BEACH, CA 90813",Long Beach,transfer,spcala,33.7771459,-118.1796272,Alive on Intake,FALSE,1,"33.7771459, -118.1796272"
A652947,*peppermint,cat,brown,white,Male,2020-06-07,2021-01-07,normal,owner surrender,otc,owner prob,2021-01-09,"800 BLK ALAMITOS AVE, LONG BEACH, CA 90813",Long Beach,transfer,spcala,33.7771459,-118.1796272,Alive on Intake,FALSE,1,"33.7771459, -118.1796272"
A701921,kitten 3,cat,gray,white,Male,2023-06-26,2023-06-30,under age/weight,stray,otc,NA,2023-07-07,"800 BLK ALAMITOS AVE. LONG BEACH, CA 90813",Long Beach,rescue,straycatal,33.7771459,-118.1796272,Alive on Intake,FALSE,1,"33.7771459, -118.1796272"
A701920,kitten 2,cat,gray,white,Male,2023-06-26,2023-06-30,under age/weight,stray,otc,NA,2023-07-07,"800 BLK ALAMITOS AVE. LONG BEACH, CA 90813",Long Beach,rescue,straycatal,33.7771459,-118.1796272,Alive on Intake,FALSE,1,"33.7771459, -118.1796272"
A696184,*peach,cat,white,black,Female,2023-03-05,2023-04-05,fractious,stray,otc,NA,2023-05-24,800 BLK ALAMITOS LB CA 90813,Long Beach,transfer,spcala,33.7771459,-118.1796272,Alive on Intake,FALSE,1,"33.7771459, -118.1796272"
A696183,kenzo,cat,black,white,Neutered,2023-03-05,2023-04-05,fractious,stray,otc,NA,2023-05-31,800 BLK ALAMITOS LB CA 90813,Long Beach,adoption,web,33.7771459,-118.1796272,Alive on Intake,FALSE,1,"33.7771459, -118.1796272"
A691817,*tuffy,cat,gray tabby,NA,Neutered,2022-09-13,2023-01-13,normal,stray,field,NA,2023-01-18,800 BLK ALOMITOS AVE,Long Beach,adoption,web,33.7771459,-118.1796272,Alive on Intake,FALSE,1,"33.7771459, -118.1796272"
A691815,*may may,cat,lilac lynx point,gray,Spayed,2021-01-13,2023-01-13,fractious,stray,field,NA,2023-04-02,800 BLK ALOMITOS AVE,Long Beach,adoption,web,33.7771459,-118.1796272,Alive on Intake,FALSE,1,"33.7771459, -118.1796272"
A610021,*notrap neli,cat,white,brown  tabby,Spayed,2018-01-21,2018-06-21,normal,stray,otc,NA,2018-07-13,"800 BLK ATLANTIC AVE, LONG BEACH, CA 90813",Long Beach,"shelter, neuter, return",straycatal,33.7767293,-118.1847872,Alive on Intake,FALSE,1,"33.7767293, -118.1847872"
A682044,NA,cat,gray,NA,Unknown,2022-07-24,2022-08-14,under age/weight,stray,otc,NA,2022-08-14,"800 BLK BENNETT AVE, LONG BEACH, CA 90804",Long Beach,transfer,spcala,33.7771569,-118.142636,Alive on Intake,FALSE,1,"33.7771569, -118.142636"
A682045,NA,cat,gray,NA,Unknown,2022-07-24,2022-08-14,under age/weight,stray,otc,NA,2022-08-14,"800 BLK BENNETT AVE, LONG BEACH, CA 90804",Long Beach,transfer,spcala,33.7771569,-118.142636,Alive on Intake,FALSE,1,"33.7771569, -118.142636"
A656360,chiquitita,cat,calico,NA,Spayed,2019-04-16,2021-04-16,normal,owner surrender,otc,move,2021-05-06,"800 BLK CERRITOS AVE, LONG BEACH, CA 90813",Long Beach,adoption,pfe/pawshp,33.77458379999999,-118.1777828,Alive on Intake,FALSE,1,"33.77458379999999, -118.1777828"
A615334,NA,cat,calico,NA,Female,2018-04-13,2018-09-28,normal,stray,otc,NA,2018-10-01,"800 BLK CERRITOS AVE, LONG BEACH, CA 90813",Long Beach,transfer,spcala,33.77458379999999,-118.1777828,Alive on Intake,FALSE,1,"33.77458379999999, -118.1777828"
A491964,janell,cat,tan,NA,Spayed,2012-04-04,2017-04-16,ill severe,stray,field,NA,2017-04-17,"800 BLK CERRITOS AVE, LONG BEACH, CA 90813",Long Beach,euthanasia,ill severe,33.77458379999999,-118.1777828,Alive on Intake,TRUE,0,"33.77458379999999, -118.1777828"
A628153,628153,cat,brown  tabby,NA,Spayed,2015-06-12,2019-06-12,fractious,stray,trap,NA,2019-07-05,"800 BLK CHERRY AVE, LONG BEACH, CA 90813",Long Beach,"shelter, neuter, return",straycatal,33.7773212,-118.167313,Alive on Intake,FALSE,1,"33.7773212, -118.167313"
A595754,NA,cat,lynx point,NA,Female,2015-08-22,2017-08-22,injured  mild,stray,field,NA,2017-09-03,"800 BLK CHESTNUT AVE, LONG BEACH, CA 90813",Long Beach,euthanasia,ill severe,33.7765571,-118.1963539,Alive on Intake,TRUE,0,"33.7765571, -118.1963539"
A595763,NA,cat,brown  tabby,NA,Unknown,2017-08-20,2017-08-22,under age/weight,stray,field,NA,2017-09-01,"800 BLK CHESTNUT AVE, LONG BEACH, CA 90813",Long Beach,euthanasia,ill severe,33.7765571,-118.1963539,Alive on Intake,TRUE,0,"33.7765571, -118.1963539"
A595762,NA,cat,brown  tabby,NA,Unknown,2017-08-20,2017-08-22,under age/weight,stray,field,NA,2017-09-01,"800 BLK CHESTNUT AVE, LONG BEACH, CA 90813",Long Beach,euthanasia,ill severe,33.7765571,-118.1963539,Alive on Intake,TRUE,0,"33.7765571, -118.1963539"
A595764,NA,cat,white,NA,Unknown,2017-08-20,2017-08-22,under age/weight,stray,field,NA,2017-09-01,"800 BLK CHESTNUT AVE, LONG BEACH, CA 90813",Long Beach,euthanasia,ill severe,33.7765571,-118.1963539,Alive on Intake,TRUE,0,"33.7765571, -118.1963539"
A652439,*marble,cat,black,white,Spayed,2020-04-20,2020-12-20,normal,stray,otc,NA,2020-12-26,"800 BLK CHESTNUT AVE, LONG BEACH, CA 90813",Long Beach,adoption,folba,33.7765571,-118.1963539,Alive on Intake,FALSE,1,"33.7765571, -118.1963539"
A659732,*blair,cat,gray tabby,NA,Spayed,2013-07-01,2021-07-01,normal,stray,otc,NA,2021-07-27,"800 BLK DAWSON AVE, LONG BEACH, CA 90804",Long Beach,community cat,NA,33.7772073,-118.1654975,Alive on Intake,FALSE,1,"33.7772073, -118.1654975"
A663323,NA,cat,orange tabby,NA,Male,2020-09-04,2021-09-04,injured  severe,stray,field,NA,2021-09-04,"800 BLK E 19TH ST, LONG BEACH, CA 90806",Long Beach,euthanasia,at vet,33.7916675,-118.1828537,Alive on Intake,TRUE,0,"33.7916675, -118.1828537"
A646742,NA,cat,black,white,Unknown,2016-08-06,2020-08-06,injured  severe,stray,field,NA,2020-08-06,"800 BLK E 5TH ST, LONG BEACH, CA 90802",Long Beach,euthanasia,inj severe,33.77292,-118.1823943,Alive on Intake,TRUE,0,"33.77292, -118.1823943"
A658290,*thor,cat,silver tabby,NA,Neutered,2021-04-03,2021-06-03,under age/weight,stray,otc,NA,2021-06-16,"800 BLK E 70TH ST, LONG BEACH, CA 90805",Long Beach,foster to adopt,NA,33.8815929,-118.1825479,Alive on Intake,FALSE,1,"33.8815929, -118.1825479"
A667820,NA,cat,gray tabby,NA,Unknown,NA,2021-12-08,ill severe,stray,field,NA,2021-12-08,"800 BLK E 7TH ST, LONG BEACH, CA 90813",Long Beach,euthanasia,ill severe,33.7753619,-118.1824218,Alive on Intake,TRUE,0,"33.7753619, -118.1824218"
A640295,NA,cat,white,orange,Female,2019-02-21,2020-02-21,ill mild,stray,otc,NA,2020-02-23,"800 BLK E ANAHEIM ST, LONG BEACH, CA 90813",Long Beach,rescue,littlepaws,33.7826068,-118.1828592,Alive on Intake,FALSE,1,"33.7826068, -118.1828592"
A635071,NA,cat,black,white,Male,2018-10-16,2019-10-16,ill severe,stray,field,NA,2019-10-16,"800 BLK E ANAHEIM ST, LONG BEACH, CA 90813",Long Beach,euthanasia,ill severe,33.7826068,-118.1828592,Alive on Intake,TRUE,0,"33.7826068, -118.1828592"
A687414,*dale,cat,gray tabby,NA,Neutered,2022-06-24,2022-10-24,ill mild,stray,field,NA,2022-12-16,"800 BLK E ESTHER ST, LONG BEACH, CA 90813",Long Beach,adoption,web,33.7889444,-118.1844953,Alive on Intake,FALSE,1,"33.7889444, -118.1844953"
A637551,*winter,cat,gray,white,Male,2019-10-14,2019-12-14,normal,stray,otc,NA,2019-12-20,"800 BLK E HARDING ST, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8671172,-118.182876,Alive on Intake,FALSE,1,"33.8671172, -118.182876"
A610499,NA,cat,brown  tabby,white,Male,2018-06-01,2018-07-01,under age/weight,stray,otc,NA,2018-07-13,"800 BLK E NEW YORK ST, LONG BEACH, CA 90813",Long Beach,rescue,fndanifoun,33.7848688,-118.1828401,Alive on Intake,FALSE,1,"33.7848688, -118.1828401"
A610501,NA,cat,brown  tabby,NA,Female,2018-06-01,2018-07-01,under age/weight,stray,otc,NA,2018-07-13,"800 BLK E NEW YORK ST, LONG BEACH, CA 90813",Long Beach,rescue,fndanifoun,33.7848688,-118.1828401,Alive on Intake,FALSE,1,"33.7848688, -118.1828401"
A659895,*georginna,cat,brown  tabby,white,Spayed,2021-05-04,2021-07-04,normal,stray,field,NA,2021-08-04,"800 BLK E OCEAN BLVD, LONG BEACH, CA 90802",Long Beach,adoption,walkin,33.7658141,-118.1828906,Alive on Intake,FALSE,1,"33.7658141, -118.1828906"
A593890,*arlo,cat,black,NA,Unknown,2017-04-20,2017-07-20,normal,stray,otc,NA,2017-08-23,"800 BLK E VIA WANDA, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8511733,-118.1825488,Alive on Intake,FALSE,1,"33.8511733, -118.1825488"
A612148,NA,cat,black,NA,Female,2018-07-30,2018-08-02,under age/weight,stray,otc,NA,2018-08-02,"800 BLK E VIA WANDA, LONG BEACH, CA 90805",Long Beach,rescue,other resc,33.8511733,-118.1825488,Alive on Intake,FALSE,1,"33.8511733, -118.1825488"
A683069,*ice tea,cat,orange,white,Female,2022-08-29,2022-09-04,under age/weight,stray,otc,NA,2022-09-04,"800 BLK E WARDLOW RD, LONG BEACH, CA 90807",Long Beach,rescue,catpaws,33.8187416,-118.182525,Alive on Intake,FALSE,1,"33.8187416, -118.182525"
A722886,*lilac,cat,gray tabby,white,Spayed,2024-04-29,2024-06-14,ill severe,stray,field,NA,2024-08-01,800 BLK HOFFMAN AVE,Long Beach,adoption,web,33.7772394,-118.1730704,Alive on Intake,FALSE,1,"33.7772394, -118.1730704"
A717142,**persephonie**,cat,gray,white,Unknown,2024-03-15,2024-03-16,under age/weight,stray,field,NA,2024-03-16,"800 BLK HOFFMAN AVE, LONG BEACH, CA 90813",Long Beach,rescue,littlelion,33.7772394,-118.1730704,Alive on Intake,FALSE,1,"33.7772394, -118.1730704"
A620312,luna,cat,black,white,Female,2018-11-09,2019-01-15,normal,stray,otc,NA,2019-01-27,"800 BLK HOFFMAN AVE, LONG BEACH, CA 90813",Long Beach,adoption,walkin,33.7772394,-118.1730704,Alive on Intake,FALSE,1,"33.7772394, -118.1730704"
A593115,*fern,cat,brown  tabby,white,Female,2017-05-01,2017-07-07,normal,stray,otc,NA,2017-07-27,"800 BLK MAGNOLIA AVE, LONG BEACH, CA 90813",Long Beach,transfer,spcala,33.7768332,-118.1977993,Alive on Intake,FALSE,1,"33.7768332, -118.1977993"
A717176,*scrappy,cat,black,white,Neutered,2021-03-16,2024-03-16,ill mild,stray,field,NA,2024-04-21,800 BLK MARTIN LUTHER KING JR,Long Beach,community cat,friendly,33.7700504,-118.1937395,Alive on Intake,FALSE,1,"33.7700504, -118.1937395"
